rn-1;             rn-2;             rn-3;             rn-4;             rn-5;             rn-6;             rn-7;             rn-8;             rn-9;             rn-10
0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,431875995948367;0,178832664907494;0,023455178526786;0,721805859063514;0,121670859014330;0,353540650236738
0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,178832664907494;0,023455178526786;0,721805859063514;0,121670859014330;0,353540650236738
0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,023455178526786;0,721805859063514;0,121670859014330;0,353540650236738
0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,721805859063514;0,121670859014330;0,353540650236738
0,215513877372935;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,121670859014330;0,353540650236738
0,215513877372935;0,377668156937736;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,353540650236738
0,215513877372935;0,377668156937736;0,102312667226759;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000
0,215513877372935;0,377668156937736;0,102312667226759;0,463089963826459;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000
0,215513877372935;0,377668156937736;0,102312667226759;0,463089963826459;0,431875995948367;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000
0,215513877372935;0,377668156937736;0,102312667226759;0,463089963826459;0,431875995948367;0,178832664907494;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000
